cliente_id,nome,idade,genero,regiao,tipo_contrato,plano,valor_mensal,tempo_cliente_meses,data_contratacao,chamadas_por_mes,minutos_usados,sms_enviados,uso_dados_gb,num_reclamacoes,satisfacao_1_10,ultimo_login_dias,metodo_pagamento,tem_fibra,tem_celular_empresarial,promocoes_ativas,desconto_percentual,churn
CL003030,Cliente_3030,19,M,Sul,Anual,Padrão,200.04,46,2023-09-25,397,1314,425,54.5,2,10,25,Boleto,True,False,3,0,0
CL003031,Cliente_3031,40,F,Centro-Oeste,Anual,Premium,55.8,15,2023-10-16,123,1379,294,22.8,0,5,31,Cartão de Crédito,True,False,3,5,0
CL003032,Cliente_3032,36,M,Norte,Mensal,Básico,293.08,16,2023-11-14,466,847,320,12.6,5,5,20,Boleto,True,False,1,0,0
CL003033,Cliente_3033,48,F,Sudeste,Mensal,Premium,124.57,56,2023-09-24,361,1617,499,54.8,0,5,4,Boleto,False,True,0,0,0
CL003034,Cliente_3034,68,M,Nordeste,Mensal,Básico,112.32,26,2023-05-10,491,1911,43,12.9,0,5,27,Cartão de Crédito,True,True,0,0,0
CL003035,Cliente_3035,22,F,Nordeste,Anual,Padrão,171.41,8,2023-11-07,171,1989,332,35.3,6,4,22,Cartão de Crédito,True,False,3,25,0
CL003036,Cliente_3036,36,F,Sul,Mensal,Premium,185.54,16,2023-05-15,106,172,79,19.4,0,6,47,PIX,False,False,3,15,0
CL003037,Cliente_3037,51,F,Centro-Oeste,Bienal,Familia,241.57,21,2022-01-17,322,1197,173,71.0,0,1,31,Cartão de Crédito,True,True,2,0,1
CL003038,Cliente_3038,27,M,Sudeste,Mensal,Familia,148.32,39,2022-01-07,188,734,140,87.3,4,2,4,Cartão de Crédito,True,False,0,0,1
CL003039,Cliente_3039,42,F,Sul,Mensal,Básico,159.99,11,2023-06-29,248,1705,36,58.2,2,9,34,PIX,False,False,1,5,1
CL003040,Cliente_3040,19,M,Sul,Bienal,Básico,183.74,24,2023-07-19,258,500,13,41.6,3,6,57,Cartão de Crédito,False,True,1,0,0
CL003041,Cliente_3041,28,M,Sudeste,Mensal,Básico,148.6,36,2023-02-26,322,1202,121,99.7,3,6,5,Cartão de Crédito,False,False,1,0,0
CL003042,Cliente_3042,67,M,Centro-Oeste,Mensal,Familia,278.64,18,2022-01-13,410,1092,396,3.1,7,10,18,Débito Automático,False,False,0,15,1
CL003043,Cliente_3043,48,F,Sul,Mensal,Padrão,262.81,23,2022-01-18,187,1371,237,31.1,4,4,43,Cartão de Crédito,True,False,3,0,0
CL003044,Cliente_3044,73,M,Norte,Mensal,Básico,163.74,13,2023-06-27,459,1310,395,28.6,1,5,39,Boleto,False,False,3,25,0
CL003045,Cliente_3045,32,F,Sudeste,Bienal,Básico,50.05,49,2022-10-09,183,1776,54,36.3,5,9,5,Débito Automático,True,False,0,10,0
CL003046,Cliente_3046,26,M,Sudeste,Anual,Básico,275.23,44,2023-07-03,386,1933,411,23.8,6,2,13,Cartão de Crédito,False,False,3,15,1
CL003047,Cliente_3047,40,M,Nordeste,Mensal,Familia,81.08,50,2022-10-21,65,1679,21,27.2,7,3,54,Cartão de Crédito,False,False,2,10,0
CL003048,Cliente_3048,36,F,Sudeste,Anual,Premium,111.13,42,2022-01-18,152,1882,339,26.5,0,10,2,Boleto,True,False,2,5,0
CL003049,Cliente_3049,26,M,Norte,Mensal,Premium,88.09,39,2023-05-30,292,569,494,51.1,2,8,10,Débito Automático,False,True,2,5,0
CL003050,Cliente_3050,52,F,Sudeste,Anual,Familia,94.95,44,2023-12-16,139,1971,402,39.7,0,9,38,Boleto,True,True,2,0,1
CL003051,Cliente_3051,38,M,Centro-Oeste,Bienal,Familia,250.72,44,2023-11-22,53,1861,202,64.3,6,5,40,Cartão de Crédito,True,False,2,10,1
CL003052,Cliente_3052,26,F,Nordeste,Bienal,Familia,194.88,58,2023-03-17,111,678,413,51.9,7,3,23,Cartão de Crédito,False,False,0,0,1
CL003053,Cliente_3053,45,F,Nordeste,Mensal,Básico,289.02,45,2022-07-03,261,555,437,19.2,0,1,42,Cartão de Crédito,False,False,1,0,1
CL003054,Cliente_3054,63,M,Sudeste,Mensal,Padrão,107.86,1,2022-04-20,297,1399,345,81.2,7,2,44,Débito Automático,False,False,3,0,1
CL003055,Cliente_3055,68,M,Sul,Mensal,Básico,171.41,7,2022-04-09,241,1888,14,47.7,3,4,17,Cartão de Crédito,False,True,2,0,0
CL003056,Cliente_3056,24,F,Sul,Anual,Premium,294.36,48,2023-06-21,105,1938,29,16.2,0,4,30,PIX,False,False,2,5,0
CL003057,Cliente_3057,33,F,Sudeste,Anual,Básico,256.61,48,2022-06-02,456,1915,28,17.5,7,5,9,Cartão de Crédito,True,False,1,15,0
CL003058,Cliente_3058,33,M,Norte,Mensal,Premium,232.15,21,2022-09-04,338,1302,251,79.9,6,9,25,Cartão de Crédito,False,False,1,0,1
CL003059,Cliente_3059,50,M,Sudeste,Bienal,Básico,97.24,16,2022-07-16,80,1013,159,70.6,2,2,28,Boleto,True,True,1,5,0
CL003060,Cliente_3060,21,F,Nordeste,Mensal,Familia,242.35,48,2023-09-27,440,1914,116,51.1,2,2,1,Cartão de Crédito,True,True,1,0,1
CL003061,Cliente_3061,21,F,Nordeste,Mensal,Básico,136.89,14,2023-06-24,438,228,157,31.3,3,5,29,Boleto,False,False,0,5,0
CL003062,Cliente_3062,56,M,Sudeste,Mensal,Familia,182.63,43,2022-09-16,470,478,107,46.6,4,2,38,PIX,False,True,3,0,1
CL003063,Cliente_3063,57,F,Norte,Mensal,Básico,202.29,51,2022-12-29,50,1238,114,64.0,3,10,46,PIX,False,False,1,5,0
CL003064,Cliente_3064,34,M,Nordeste,Mensal,Básico,202.34,43,2022-10-01,247,1445,271,88.0,3,5,9,Cartão de Crédito,False,False,3,5,0
CL003065,Cliente_3065,54,F,Sudeste,Anual,Padrão,231.63,2,2023-02-11,94,488,419,56.0,6,5,11,Cartão de Crédito,False,True,2,15,1
CL003066,Cliente_3066,56,M,Nordeste,Mensal,Padrão,215.43,31,2022-03-22,96,885,337,28.4,0,7,19,PIX,True,True,1,0,0
CL003067,Cliente_3067,69,Outro,Sul,Mensal,Básico,67.09,39,2023-01-18,271,563,488,5.2,1,4,56,Débito Automático,False,False,2,15,0
CL003068,Cliente_3068,46,F,Nordeste,Anual,Familia,164.34,9,2023-02-20,335,1325,175,18.4,5,2,53,Cartão de Crédito,True,True,0,15,1
CL003069,Cliente_3069,69,F,Sul,Mensal,Premium,216.01,41,2023-04-16,130,1752,230,65.4,4,8,40,Débito Automático,True,True,2,20,1
CL003070,Cliente_3070,53,F,Sudeste,Anual,Familia,124.0,14,2023-08-02,493,1088,283,16.9,4,1,58,Débito Automático,True,True,0,20,1
CL003071,Cliente_3071,55,F,Sudeste,Mensal,Premium,128.26,58,2022-09-07,329,646,317,48.7,6,10,18,Cartão de Crédito,True,True,2,15,0
CL003072,Cliente_3072,56,F,Centro-Oeste,Anual,Familia,81.14,10,2023-12-15,336,508,249,70.2,4,1,53,PIX,True,False,3,20,1
CL003073,Cliente_3073,67,M,Sudeste,Bienal,Básico,154.65,48,2022-08-20,333,717,466,31.5,0,7,5,Cartão de Crédito,False,True,0,0,0
CL003074,Cliente_3074,54,F,Centro-Oeste,Mensal,Padrão,296.71,24,2022-11-04,478,860,439,67.2,7,4,55,Boleto,False,False,1,0,1
CL003075,Cliente_3075,69,F,Sudeste,Anual,Padrão,121.33,50,2023-12-02,437,1275,55,58.5,3,3,22,Boleto,True,False,0,0,0
CL003076,Cliente_3076,52,F,Centro-Oeste,Bienal,Premium,182.86,33,2022-03-24,238,752,330,44.5,5,1,18,Cartão de Crédito,False,False,1,15,0
CL003077,Cliente_3077,24,M,Nordeste,Anual,Familia,235.81,56,2023-11-01,88,1528,272,89.8,6,8,30,Boleto,True,True,0,0,0
CL003078,Cliente_3078,44,M,Sul,Mensal,Premium,53.37,34,2023-10-28,132,1101,189,69.5,6,8,32,Débito Automático,True,True,1,15,0
CL003079,Cliente_3079,45,M,Sudeste,Mensal,Premium,275.11,20,2022-02-02,457,590,20,36.7,0,4,1,Cartão de Crédito,False,False,0,0,0
CL003080,Cliente_3080,39,F,Sudeste,Anual,Padrão,146.64,28,2022-04-06,376,906,164,80.6,2,2,14,Cartão de Crédito,False,True,2,15,1
CL003081,Cliente_3081,31,M,Sudeste,Bienal,Premium,267.28,4,2023-02-20,479,1285,491,74.1,1,4,10,Boleto,True,False,2,15,0
CL003082,Cliente_3082,24,F,Sudeste,Mensal,Premium,59.74,34,2023-01-24,486,246,370,79.4,7,7,25,PIX,True,False,2,10,0
CL003083,Cliente_3083,54,F,Sudeste,Mensal,Básico,86.42,4,2023-01-22,225,1535,417,64.5,1,4,17,PIX,False,True,1,25,1
CL003084,Cliente_3084,39,F,Nordeste,Mensal,Padrão,130.63,55,2023-07-20,58,355,480,38.6,5,3,0,Cartão de Crédito,True,False,2,10,1
CL003085,Cliente_3085,22,F,Sul,Mensal,Premium,136.37,6,2023-05-03,327,1726,284,35.5,0,10,31,Boleto,False,True,3,0,1
CL003086,Cliente_3086,72,M,Centro-Oeste,Mensal,Básico,261.95,58,2022-02-27,432,469,67,65.8,3,1,3,Cartão de Crédito,False,True,3,25,0
CL003087,Cliente_3087,19,M,Sul,Mensal,Padrão,52.8,22,2023-10-15,307,1853,479,14.0,4,9,21,Cartão de Crédito,False,False,2,10,1
CL003088,Cliente_3088,44,M,Sul,Mensal,Familia,210.28,4,2022-01-10,396,750,443,82.2,5,5,35,Boleto,False,False,0,5,1
CL003089,Cliente_3089,38,F,Nordeste,Mensal,Familia,82.83,50,2023-12-21,321,1812,266,37.7,5,2,28,Cartão de Crédito,True,False,2,5,0
CL003090,Cliente_3090,71,M,Nordeste,Bienal,Padrão,255.8,5,2022-06-25,310,1414,217,63.4,2,6,35,PIX,True,True,1,15,0
CL003091,Cliente_3091,55,F,Nordeste,Mensal,Padrão,244.64,11,2022-03-26,445,1463,337,50.4,2,2,58,Débito Automático,False,True,1,15,0
CL003092,Cliente_3092,32,M,Centro-Oeste,Mensal,Básico,174.98,45,2023-05-27,229,175,383,52.4,6,6,56,Boleto,False,True,3,15,1
CL003093,Cliente_3093,38,M,Sudeste,Mensal,Premium,103.17,35,2023-03-21,203,668,372,74.1,6,9,49,Boleto,True,True,0,0,0
CL003094,Cliente_3094,27,M,Sudeste,Bienal,Padrão,208.62,19,2023-10-23,64,1663,95,63.0,5,2,32,PIX,True,False,1,20,0
CL003095,Cliente_3095,40,F,Sul,Anual,Familia,89.06,52,2022-12-06,116,1957,187,25.8,6,1,38,Cartão de Crédito,False,False,1,0,1
CL003096,Cliente_3096,73,F,Sudeste,Anual,Padrão,97.51,11,2023-08-03,378,604,474,8.3,7,7,13,Cartão de Crédito,False,False,3,5,0
CL003097,Cliente_3097,56,M,Centro-Oeste,Mensal,Premium,206.67,11,2022-04-08,236,1444,207,84.2,1,8,47,Cartão de Crédito,False,True,0,0,0
CL003098,Cliente_3098,22,F,Centro-Oeste,Anual,Básico,297.81,53,2023-06-25,397,761,73,88.6,5,2,46,Cartão de Crédito,True,False,3,5,1
CL003099,Cliente_3099,18,M,Sudeste,Mensal,Padrão,272.77,27,2022-02-13,472,1115,363,17.3,3,4,36,PIX,True,True,2,10,0
CL003100,Cliente_3100,30,Outro,Sudeste,Mensal,Padrão,198.28,2,2022-08-24,112,1430,161,31.6,4,8,44,Cartão de Crédito,False,False,0,5,0
CL003101,Cliente_3101,38,F,Nordeste,Anual,Padrão,184.63,54,2022-08-05,405,446,160,29.0,6,4,4,Cartão de Crédito,False,False,0,0,1
CL003102,Cliente_3102,43,M,Sul,Anual,Básico,299.6,47,2023-12-10,330,1516,393,93.8,1,9,49,Débito Automático,True,False,2,0,0
CL003103,Cliente_3103,67,F,Sudeste,Anual,Premium,186.85,54,2023-08-04,90,1322,489,21.3,3,1,21,Débito Automático,False,True,0,5,1
CL003104,Cliente_3104,62,M,Sul,Bienal,Familia,155.03,8,2023-05-02,77,1799,59,17.5,4,10,4,Débito Automático,False,False,3,15,0
CL003105,Cliente_3105,38,Outro,Sul,Bienal,Padrão,277.39,34,2022-10-05,416,281,25,19.0,0,7,36,Cartão de Crédito,False,False,3,5,1
CL003106,Cliente_3106,70,M,Sudeste,Mensal,Premium,108.55,40,2022-02-17,326,339,361,73.3,3,3,37,Cartão de Crédito,False,False,1,5,1
CL003107,Cliente_3107,35,F,Sudeste,Mensal,Básico,74.38,56,2022-03-18,270,1877,24,88.9,5,10,45,PIX,True,False,3,20,0
CL003108,Cliente_3108,54,M,Centro-Oeste,Mensal,Familia,208.52,20,2023-12-02,266,165,257,39.9,5,3,33,Cartão de Crédito,False,False,3,15,1
CL003109,Cliente_3109,62,F,Sudeste,Bienal,Familia,73.96,23,2022-10-15,271,270,345,14.5,2,7,14,Débito Automático,False,False,0,0,0
CL003110,Cliente_3110,49,F,Centro-Oeste,Mensal,Básico,143.29,15,2023-07-11,110,1768,339,59.0,6,6,47,PIX,True,True,3,0,1
CL003111,Cliente_3111,53,F,Nordeste,Bienal,Premium,155.89,48,2023-08-01,152,1716,2,21.8,3,3,36,Boleto,True,False,3,15,0
CL003112,Cliente_3112,34,F,Sul,Mensal,Premium,186.88,13,2023-11-05,234,264,287,7.4,3,2,26,PIX,True,False,2,10,0
CL003113,Cliente_3113,52,F,Centro-Oeste,Mensal,Básico,297.91,55,2022-02-03,444,1053,256,88.7,5,6,47,Cartão de Crédito,True,True,2,15,1
CL003114,Cliente_3114,66,M,Centro-Oeste,Mensal,Padrão,105.25,31,2022-07-03,196,162,279,87.2,5,10,0,PIX,False,False,0,0,1
CL003115,Cliente_3115,28,M,Nordeste,Mensal,Básico,143.94,49,2022-11-19,124,454,305,97.6,7,7,28,Boleto,False,False,2,5,0
CL003116,Cliente_3116,38,M,Sudeste,Bienal,Padrão,83.06,46,2022-01-17,50,150,426,47.9,3,9,7,Cartão de Crédito,False,True,3,10,0
CL003117,Cliente_3117,69,Outro,Centro-Oeste,Mensal,Padrão,201.9,14,2022-08-01,465,683,247,30.1,4,9,32,Débito Automático,False,False,0,5,1
CL003118,Cliente_3118,72,M,Nordeste,Mensal,Premium,231.92,1,2023-08-25,414,142,43,77.2,4,9,6,PIX,False,False,3,5,1
CL003119,Cliente_3119,70,F,Sudeste,Mensal,Premium,170.52,56,2022-05-28,382,1958,32,18.9,0,10,28,Boleto,True,True,1,15,0
CL003120,Cliente_3120,43,F,Norte,Mensal,Básico,111.46,27,2023-12-31,211,1062,293,25.1,0,1,30,Débito Automático,True,True,1,5,0
CL003121,Cliente_3121,21,M,Sudeste,Mensal,Premium,205.22,33,2023-02-12,66,1444,111,26.3,4,4,37,Débito Automático,False,False,2,10,0
CL003122,Cliente_3122,51,M,Sudeste,Mensal,Premium,184.79,35,2022-03-20,292,1441,307,95.2,7,4,7,Débito Automático,True,False,3,0,1
CL003123,Cliente_3123,69,M,Sudeste,Bienal,Padrão,92.8,54,2022-11-03,488,1339,290,73.3,6,10,30,Boleto,False,False,2,0,1
CL003124,Cliente_3124,65,M,Sul,Mensal,Padrão,151.42,56,2022-06-16,416,1314,272,14.2,7,8,36,Débito Automático,False,False,0,0,1
CL003125,Cliente_3125,35,M,Sul,Mensal,Padrão,158.8,15,2023-08-01,68,769,313,10.2,4,3,58,Boleto,True,True,3,25,0
CL003126,Cliente_3126,57,M,Sudeste,Anual,Padrão,295.65,5,2022-09-04,379,1613,303,84.4,7,1,14,Boleto,False,True,1,10,0
CL003127,Cliente_3127,52,F,Sudeste,Mensal,Padrão,262.32,37,2023-08-04,475,189,42,80.4,1,3,53,Cartão de Crédito,False,False,2,0,1
CL003128,Cliente_3128,58,Outro,Sudeste,Mensal,Padrão,233.59,4,2023-02-03,108,1545,303,67.4,3,6,51,PIX,False,True,3,0,1
CL003129,Cliente_3129,46,M,Sul,Anual,Básico,272.19,46,2023-11-25,250,1614,43,20.4,3,7,57,Boleto,True,True,3,0,0
CL003130,Cliente_3130,69,M,Sudeste,Mensal,Familia,233.87,20,2023-07-08,164,715,288,48.5,2,9,31,Cartão de Crédito,True,True,1,10,0
CL003131,Cliente_3131,46,M,Norte,Anual,Premium,275.85,39,2022-12-06,252,662,458,60.7,4,5,25,Cartão de Crédito,True,True,0,5,0
CL003132,Cliente_3132,55,F,Sudeste,Mensal,Premium,63.64,22,2023-01-29,343,1377,86,93.3,4,5,47,Cartão de Crédito,True,True,1,5,0
CL003133,Cliente_3133,59,F,Norte,Anual,Básico,164.02,24,2022-05-24,80,1230,229,17.8,7,3,48,Cartão de Crédito,False,False,0,10,1
CL003134,Cliente_3134,38,M,Sudeste,Bienal,Familia,236.72,47,2023-12-07,243,1417,479,52.0,7,3,10,Boleto,True,False,2,10,0
CL003135,Cliente_3135,59,M,Centro-Oeste,Mensal,Familia,195.82,11,2022-03-22,155,1634,82,16.6,0,9,22,PIX,True,False,2,10,0
CL003136,Cliente_3136,30,F,Sudeste,Mensal,Padrão,93.79,46,2023-05-28,416,1359,203,44.9,5,3,33,Cartão de Crédito,True,True,2,0,0
CL003137,Cliente_3137,66,F,Sudeste,Mensal,Padrão,135.12,6,2022-12-21,355,1621,475,20.8,0,3,32,PIX,True,False,2,15,0
CL003138,Cliente_3138,58,M,Centro-Oeste,Mensal,Básico,129.44,27,2022-02-24,175,934,129,83.8,5,9,16,Cartão de Crédito,True,True,0,0,0
CL003139,Cliente_3139,34,F,Centro-Oeste,Anual,Familia,115.34,10,2022-04-11,463,1968,137,26.2,3,4,32,Débito Automático,False,False,0,10,1
CL003140,Cliente_3140,73,M,Nordeste,Anual,Padrão,135.78,39,2023-03-24,152,455,82,42.3,3,6,1,Débito Automático,False,False,2,0,0
CL003141,Cliente_3141,26,M,Sul,Mensal,Familia,178.71,10,2022-08-26,212,716,411,41.4,5,1,59,Débito Automático,True,False,2,15,0
CL003142,Cliente_3142,58,F,Sul,Anual,Básico,263.72,46,2022-03-19,364,866,174,86.8,4,2,48,Cartão de Crédito,True,False,3,15,0
CL003143,Cliente_3143,18,F,Centro-Oeste,Mensal,Básico,235.51,26,2022-12-15,170,403,135,76.0,3,3,3,Débito Automático,True,False,3,0,0
CL003144,Cliente_3144,19,M,Sudeste,Anual,Familia,258.81,37,2023-09-12,289,1655,106,6.7,4,2,11,Boleto,True,False,1,5,1
CL003145,Cliente_3145,65,F,Nordeste,Anual,Premium,270.9,54,2023-09-21,450,1994,150,7.6,7,10,28,Cartão de Crédito,True,False,0,10,1
CL003146,Cliente_3146,46,M,Nordeste,Anual,Familia,154.04,33,2023-09-02,144,1615,431,55.6,6,3,41,Cartão de Crédito,True,False,1,0,1
CL003147,Cliente_3147,50,F,Nordeste,Mensal,Básico,136.51,51,2023-02-11,499,683,108,43.3,2,5,41,Cartão de Crédito,True,False,0,0,0
CL003148,Cliente_3148,27,F,Centro-Oeste,Anual,Familia,64.41,60,2022-12-01,257,1240,221,28.3,2,1,46,Cartão de Crédito,False,True,0,0,1
CL003149,Cliente_3149,67,F,Sudeste,Mensal,Básico,282.62,8,2022-01-31,198,466,347,79.5,1,1,42,Débito Automático,False,False,2,20,1
CL003150,Cliente_3150,57,F,Sudeste,Anual,Padrão,66.46,51,2023-10-12,399,1765,318,13.7,0,7,38,PIX,False,False,2,0,0
CL003151,Cliente_3151,38,M,Sul,Mensal,Básico,235.28,49,2022-10-07,357,558,332,97.4,6,9,41,Cartão de Crédito,False,True,1,0,1
CL003152,Cliente_3152,45,F,Sul,Mensal,Padrão,144.53,51,2023-04-07,242,219,246,3.4,1,9,18,Cartão de Crédito,False,False,2,15,0
CL003153,Cliente_3153,28,F,Sudeste,Anual,Básico,287.2,28,2023-05-18,191,1336,36,12.7,2,7,56,Cartão de Crédito,False,False,2,0,0
CL003154,Cliente_3154,72,F,Nordeste,Bienal,Familia,154.9,48,2022-08-22,321,1864,267,31.8,3,2,49,Débito Automático,False,True,2,0,0
CL003155,Cliente_3155,51,M,Norte,Mensal,Padrão,254.15,36,2022-12-31,360,1306,73,51.4,6,7,1,PIX,False,False,3,10,0
CL003156,Cliente_3156,25,F,Sudeste,Bienal,Básico,120.66,40,2023-07-21,442,1769,114,22.4,0,9,6,Cartão de Crédito,False,True,0,20,0
CL003157,Cliente_3157,39,F,Sul,Anual,Familia,124.77,25,2023-01-20,441,1462,80,73.9,0,7,56,PIX,False,True,2,5,0
CL003158,Cliente_3158,25,M,Sul,Anual,Básico,198.88,36,2023-03-19,250,1601,192,36.4,1,2,45,Cartão de Crédito,False,False,2,15,0
CL003159,Cliente_3159,66,F,Nordeste,Bienal,Básico,299.5,13,2022-07-10,211,1617,213,4.8,0,7,21,Cartão de Crédito,False,False,0,0,1
CL003160,Cliente_3160,32,M,Norte,Mensal,Premium,179.39,60,2023-11-28,158,1354,14,87.9,2,4,10,Cartão de Crédito,False,False,1,10,0
CL003161,Cliente_3161,34,M,Sul,Anual,Familia,284.08,7,2023-08-23,466,463,335,94.4,7,8,32,Cartão de Crédito,True,False,3,0,1
CL003162,Cliente_3162,40,F,Nordeste,Mensal,Básico,246.56,1,2023-11-08,399,1569,83,62.2,3,3,53,Cartão de Crédito,True,False,3,10,0
CL003163,Cliente_3163,41,F,Sul,Mensal,Básico,248.97,9,2023-01-25,312,583,374,80.8,1,5,19,Boleto,True,True,3,5,0
CL003164,Cliente_3164,62,F,Sul,Anual,Familia,158.99,59,2022-03-29,259,951,265,13.0,3,3,4,Débito Automático,False,False,3,0,0
CL003165,Cliente_3165,36,M,Sul,Bienal,Padrão,146.64,28,2023-09-26,198,1049,297,27.6,5,7,3,Cartão de Crédito,False,False,2,5,1
CL003166,Cliente_3166,22,Outro,Centro-Oeste,Bienal,Premium,97.98,36,2022-10-30,305,345,153,33.2,1,3,13,Cartão de Crédito,True,True,2,10,0
CL003167,Cliente_3167,49,M,Nordeste,Anual,Padrão,290.99,46,2022-09-10,438,863,304,96.1,5,10,2,Cartão de Crédito,True,True,0,20,1
CL003168,Cliente_3168,61,M,Sudeste,Anual,Familia,289.85,30,2024-01-01,248,1348,252,51.7,4,5,49,Débito Automático,False,True,3,15,1
CL003169,Cliente_3169,18,M,Sudeste,Mensal,Premium,236.77,9,2022-03-17,445,1280,406,1.7,6,1,17,Cartão de Crédito,False,True,3,20,0
CL003170,Cliente_3170,40,F,Sudeste,Bienal,Padrão,124.06,30,2022-03-26,492,730,447,38.6,0,4,57,Cartão de Crédito,True,True,2,15,0
CL003171,Cliente_3171,54,F,Sudeste,Mensal,Básico,111.29,35,2022-10-02,386,1729,272,1.8,7,6,26,Cartão de Crédito,True,False,3,5,0
CL003172,Cliente_3172,25,F,Centro-Oeste,Anual,Padrão,297.15,47,2022-06-07,235,1863,417,24.5,4,2,3,Cartão de Crédito,False,False,2,15,1
CL003173,Cliente_3173,30,F,Sul,Anual,Básico,66.64,27,2023-01-25,393,464,360,46.0,5,6,2,Boleto,True,True,0,10,1
CL003174,Cliente_3174,25,M,Sul,Anual,Padrão,260.89,29,2023-12-30,214,1001,312,33.0,0,10,26,Cartão de Crédito,True,True,1,10,0
CL003175,Cliente_3175,74,F,Sul,Mensal,Premium,138.86,5,2023-10-12,157,285,341,4.2,4,7,27,Cartão de Crédito,True,False,0,0,1
CL003176,Cliente_3176,40,M,Centro-Oeste,Bienal,Padrão,154.72,1,2022-06-07,132,1618,131,12.5,3,8,21,Débito Automático,False,False,2,0,1
CL003177,Cliente_3177,60,F,Nordeste,Anual,Premium,257.99,43,2023-02-03,350,1969,198,55.5,2,3,41,PIX,True,True,1,0,0
CL003178,Cliente_3178,18,M,Centro-Oeste,Bienal,Básico,72.65,51,2022-11-21,129,1308,324,69.9,1,10,28,PIX,False,False,0,0,0
CL003179,Cliente_3179,62,F,Nordeste,Mensal,Premium,138.54,5,2023-01-05,302,1510,350,41.1,0,3,15,PIX,True,True,2,5,1
CL003180,Cliente_3180,68,F,Norte,Anual,Padrão,288.01,54,2022-04-20,74,379,82,73.4,7,5,34,Débito Automático,False,False,2,0,1
CL003181,Cliente_3181,41,F,Sul,Anual,Básico,224.77,29,2022-04-04,332,841,451,17.2,7,3,18,PIX,True,True,1,0,1
CL003182,Cliente_3182,52,F,Sudeste,Anual,Básico,238.73,56,2022-01-06,100,1605,305,13.1,1,9,51,Boleto,True,True,1,10,0
CL003183,Cliente_3183,41,M,Sul,Bienal,Básico,239.38,17,2022-11-12,424,1388,125,84.1,7,7,29,Débito Automático,False,False,3,5,1
CL003184,Cliente_3184,34,F,Nordeste,Mensal,Padrão,65.14,51,2023-04-01,475,1793,213,34.6,2,5,14,PIX,True,False,2,0,0
CL003185,Cliente_3185,22,M,Sudeste,Mensal,Básico,100.8,49,2023-01-04,157,451,322,43.8,7,5,4,Débito Automático,False,False,1,15,0
CL003186,Cliente_3186,37,F,Sul,Mensal,Padrão,172.82,37,2022-10-04,287,688,214,94.8,4,1,30,PIX,True,False,2,0,1
CL003187,Cliente_3187,38,F,Sudeste,Mensal,Premium,142.04,24,2022-04-15,475,181,451,43.0,6,9,42,Cartão de Crédito,False,False,1,5,0
CL003188,Cliente_3188,57,M,Sudeste,Bienal,Premium,152.73,52,2022-05-16,365,1304,237,1.3,6,2,30,Cartão de Crédito,True,False,0,15,0
CL003189,Cliente_3189,48,Outro,Norte,Mensal,Básico,245.36,27,2022-03-31,377,1465,87,93.9,3,7,8,Cartão de Crédito,False,False,3,0,0
CL003190,Cliente_3190,63,F,Sul,Mensal,Familia,53.67,9,2022-07-11,235,295,383,2.4,5,7,12,Boleto,False,True,3,5,0
CL003191,Cliente_3191,53,M,Centro-Oeste,Mensal,Premium,215.12,54,2023-03-18,129,159,442,66.6,1,2,42,PIX,False,False,0,0,1
CL003192,Cliente_3192,28,F,Sul,Anual,Premium,50.03,38,2023-04-05,377,250,461,33.0,5,8,20,PIX,False,False,3,0,0
CL003193,Cliente_3193,69,M,Nordeste,Mensal,Premium,65.76,59,2023-07-25,145,1184,112,47.6,4,8,45,Débito Automático,False,False,1,10,1
CL003194,Cliente_3194,32,F,Nordeste,Mensal,Padrão,152.07,53,2023-07-23,431,1770,104,55.2,7,9,30,Cartão de Crédito,True,False,1,15,1
CL003195,Cliente_3195,36,F,Sul,Mensal,Básico,260.24,13,2023-06-09,199,527,370,41.4,5,2,0,Cartão de Crédito,False,False,3,0,1
CL003196,Cliente_3196,24,Outro,Norte,Mensal,Padrão,86.25,26,2023-02-22,401,1050,62,77.7,0,1,40,Boleto,False,False,2,20,1
CL003197,Cliente_3197,68,F,Sudeste,Bienal,Premium,188.66,53,2022-04-16,491,430,450,93.1,6,9,12,Boleto,False,False,2,0,0
CL003198,Cliente_3198,45,M,Centro-Oeste,Mensal,Premium,219.63,11,2022-01-27,444,1162,238,9.6,1,3,33,Cartão de Crédito,False,False,2,20,1
CL003199,Cliente_3199,68,F,Norte,Anual,Básico,107.38,55,2022-04-02,414,1376,468,80.2,6,10,35,Cartão de Crédito,True,True,0,5,1
CL003200,Cliente_3200,60,M,Sul,Bienal,Padrão,178.08,24,2022-12-29,55,989,25,13.7,1,2,15,Débito Automático,True,False,0,10,1
CL003201,Cliente_3201,22,F,Norte,Anual,Padrão,277.85,55,2023-07-22,71,1054,127,8.9,7,10,9,Débito Automático,True,False,0,0,0
CL003202,Cliente_3202,22,F,Nordeste,Bienal,Premium,178.06,33,2022-04-06,269,1741,0,95.6,6,2,37,Cartão de Crédito,True,False,1,15,1
CL003203,Cliente_3203,47,M,Norte,Bienal,Familia,89.33,49,2023-09-04,408,1356,93,49.4,7,2,40,Boleto,False,True,3,0,1
CL003204,Cliente_3204,71,M,Sul,Mensal,Básico,206.95,58,2023-09-05,61,453,370,16.1,0,8,33,Débito Automático,False,True,0,25,0
